M1C	M1Cy	M1C+Munc18c	M1C+Munc18c	baseT10C	baseT10C	T10C+Munc18c	T10C+Munc18c	T10cend	T10cend	baseD27C	baseD27C	D27C+Munc18c	D27C+Munc18c	baseC141	baseC141	C141+Munc18c	C141+Munc18c
161.128	0.121495992	161.117	0.172446638	161.278	0.132315546	161.117	0.121128559	161.124	0.141882688	161.118	0.148654461	161.095	0.174533457	NA	NA	NA	NA
162.128	0.114823863	162.117	0.170676634	162.278	0.1364036	162.117	0.122459389	162.124	0.146570385	162.118	0.148623332	162.095	0.174384251	NA	NA	NA	NA
163.128	0.119165137	163.117	0.169037372	163.278	0.132400349	163.117	0.123025335	163.124	0.146281123	163.118	0.147862434	163.095	0.176777035	NA	NA	NA	NA
164.128	0.120546855	164.117	0.167780146	164.278	0.1360248	164.117	0.12490911	164.124	0.148099288	164.118	0.150402412	164.095	0.176161721	NA	NA	NA	NA
165.128	0.117756031	165.117	0.168829858	165.278	0.135616586	165.117	0.121819586	165.124	0.143432662	165.118	0.150414184	165.095	0.174540624	NA	NA	NA	NA
166.128	0.119438522	166.117	0.167644277	166.278	0.133050367	166.117	0.124709263	166.129	0.145882934	166.118	0.150972947	166.095	0.1766024	NA	NA	NA	NA
167.128	0.12161129	167.117	0.1712757	167.228	0.131752878	167.117	0.117803313	167.129	0.14726007	167.118	0.151329383	167.095	0.174273208	NA	NA	NA	NA
168.128	0.120794766	168.117	0.1665849	168.278	0.136064351	168.117	0.122123323	168.129	0.147821978	168.118	0.148935035	168.095	0.1725473	NA	NA	NA	NA
169.128	0.121421412	169.117	0.168027326	169.278	0.13593322	169.117	0.12408866	169.129	0.1469381	169.118	0.146108091	169.095	0.173970282	NA	NA	NA	NA
170.128	0.113639221	170.117	0.170150533	170.278	0.138302773	170.117	0.123347148	170.129	0.145266026	170.118	0.152435765	170.096	0.174587846	NA	NA	NA	NA
171.128	0.119921044	171.12	0.169138327	171.278	0.137981743	171.117	0.124286048	171.129	0.144237652	171.118	0.14764002	171.096	0.1704107	NA	NA	NA	NA
172.128	0.120292358	172.12	0.166753039	172.278	0.133475855	172.117	0.123027094	172.129	0.1494732	172.118	0.149142489	172.096	0.1742424	NA	NA	NA	NA
173.128	0.123486042	173.12	0.167117029	173.278	0.135699779	173.117	0.123650432	173.129	0.146085382	173.118	0.149667725	173.096	0.173654452	NA	NA	NA	NA
174.128	0.1168954	174.12	0.170001611	174.278	0.139003575	174.117	0.12679939	174.129	0.146978959	174.118	0.1530158	174.097	0.171289146	NA	NA	NA	NA
175.128	0.115306668	175.12	0.172261685	175.228	0.132265642	175.117	0.12417116	175.129	0.1485645	175.118	0.149470836	175.097	0.173256844	NA	NA	NA	NA
176.128	0.123265445	176.12	0.173855081	176.278	0.136109531	176.117	0.124569446	176.129	0.146069288	176.118	0.151910171	176.098	0.173455134	NA	NA	NA	NA
177.131	0.122190639	NA	NA	177.278	0.139841884	177.117	0.123432495	177.129	0.145651624	177.118	0.1505297	177.098	0.174504012	NA	NA	NA	NA
178.131	0.117604569	NA	NA	178.278	0.135358289	178.117	0.123554341	178.129	0.145107627	178.118	0.154046446	178.098	0.1747814	NA	NA	NA	NA
179.131	0.118483141	NA	NA	179.278	0.135263354	179.117	0.127083361	179.129	0.146881953	179.118	0.152327314	179.098	0.173136771	NA	NA	NA	NA
180.131	0.12317387	NA	NA	180.278	0.135153115	180.117	0.124862194	180.129	0.144663751	180.118	0.15069589	180.098	0.1730266	NA	NA	NA	NA
181.131	0.117093034	NA	NA	181.228	0.135552317	181.117	0.1224373	181.129	0.145924434	181.118	0.149712563	181.098	0.175838158	NA	NA	NA	NA
182.131	0.12362387	NA	NA	182.281	0.135603	182.117	0.123823836	182.129	0.147700623	182.118	0.152004108	182.098	0.173893034	NA	NA	NA	NA
183.131	0.1161356	NA	NA	183.231	0.134720027	183.117	0.124578185	183.129	0.144542	183.118	0.1520005	183.098	0.173689619	NA	NA	NA	NA
184.131	0.118588395	NA	NA	184.281	0.136680245	184.117	0.1249239	184.129	0.149041519	184.118	0.147961244	184.098	0.175017491	NA	NA	NA	NA
185.131	0.113374241	NA	NA	185.281	0.1347956	185.117	0.125297636	185.129	0.1479904	185.118	0.149502516	185.098	0.174513087	NA	NA	NA	NA
186.131	0.118292719	NA	NA	186.231	0.13577494	186.117	0.127131447	186.129	0.145295575	186.118	0.148763448	186.098	0.172799125	NA	NA	NA	NA
187.131	0.118624717	NA	NA	187.231	0.136483669	187.117	0.126190811	187.129	0.146358967	187.118	0.150343359	187.098	0.171935976	NA	NA	NA	NA
188.131	0.119848572	NA	NA	188.231	0.1353638	188.117	0.125635013	188.129	0.14575237	188.118	0.151208222	188.098	0.171825662	NA	NA	NA	NA
189.131	0.119477458	NA	NA	189.231	0.135002762	189.117	0.126353234	189.129	0.1472767	189.118	0.15115653	189.098	0.176469788	NA	NA	NA	NA
190.131	0.121447086	NA	NA	190.231	0.1314433	190.117	0.127243981	190.129	0.143776223	190.118	0.151962042	190.098	0.17491661	NA	NA	NA	NA
191.131	0.124711491	NA	NA	191.281	0.137922481	191.117	0.123585619	191.129	0.144269049	191.118	0.150212377	191.098	0.17512989	NA	NA	NA	NA
192.131	0.123916864	NA	NA	192.281	0.13329573	192.117	0.124530859	192.129	0.145528153	192.118	0.15014109	192.098	0.174830243	NA	NA	NA	NA
193.131	0.1175112	NA	NA	193.281	0.131858453	193.117	0.122532278	193.129	0.145722777	193.118	0.14842543	193.098	0.174419209	NA	NA	NA	NA
194.132	0.117509313	NA	NA	194.117	0.126243487	194.129	0.142836392	194.118	0.148106247	194.098	0.172293812	NA	NA	NA	NA	NA	NA
195.132	0.117079578	NA	NA	195.117	0.123322241	195.129	0.146551877	195.118	0.1501846	195.098	0.175675556	NA	NA	NA	NA	NA	NA
196.132	0.118171975	NA	NA	196.117	0.1264979	196.129	0.144909248	196.118	0.148592621	196.098	0.170860708	NA	NA	NA	NA	NA	NA
197.132	0.119506344	NA	NA	197.117	0.122156195	197.129	0.146284476	197.118	0.150176778	197.098	0.173117727	NA	NA	NA	NA	NA	NA
198.132	0.119392328	NA	NA	198.117	0.1265168	198.129	0.146574765	198.118	0.153396457	198.098	0.174422577	NA	NA	NA	NA	NA	NA
199.132	0.123335704	NA	NA	199.117	0.125572234	199.129	0.148423687	199.118	0.152966589	199.098	0.174087465	NA	NA	NA	NA	NA	NA
200.132	0.117861293	NA	NA	200.117	0.125557065	200.129	0.146945074	200.118	0.151321247	200.098	0.176577657	NA	NA	NA	NA	NA	NA
201.132	0.118926756	NA	NA	201.117	0.1248974	201.119	0.145682782	201.118	0.148969516	201.098	0.176033258	NA	NA	NA	NA	NA	NA
202.132	0.119392328	NA	NA	202.117	0.123544149	202.118	0.15054661	202.098	0.170456126	NA	NA	NA	NA	NA	NA	NA	NA
203.132	0.119718216	NA	NA	203.117	0.128710985	203.118	0.149312183	203.098	0.176614061	NA	NA	NA	NA	NA	NA	NA	NA
204.132	0.11728096	NA	NA	204.117	0.125222817	204.118	0.148857355	204.098	0.173610285	NA	NA	NA	NA	NA	NA	NA	NA
205.132	0.120284922	NA	NA	205.117	0.123563305	205.118	0.151734322	205.098	0.1732986	NA	NA	NA	NA	NA	NA	NA	NA
206.132	0.119352289	NA	NA	206.117	0.126837134	206.118	0.152114511	206.098	0.1724933	NA	NA	NA	NA	NA	NA	NA	NA
207.132	0.123783886	NA	NA	207.117	0.12675482	207.118	0.14977169	207.098	0.175380021	NA	NA	NA	NA	NA	NA	NA	NA
208.132	0.120886408	NA	NA	208.117	0.1272391	208.118	0.152999461	208.098	0.17577666	NA	NA	NA	NA	NA	NA	NA	NA
209.132	0.118877091	NA	NA	209.117	0.125004143	209.118	0.150927961	209.098	0.173643559	NA	NA	NA	NA	NA	NA	NA	NA
210.132	0.120439745	NA	NA	210.117	0.124527112	210.118	0.148863718	210.098	0.1741225	NA	NA	NA	NA	NA	NA	NA	NA
211.132	0.119648241	NA	NA	211.117	0.123814084	211.118	0.1506957	211.098	0.17615667	NA	NA	NA	NA	NA	NA	NA	NA
212.132	0.121788688	NA	NA	212.117	0.127259925	212.118	0.150369287	212.098	0.170397535	NA	NA	NA	NA	NA	NA	NA	NA
213.132	0.117718033	NA	NA	213.117	0.126141265	213.118	0.1504275	213.098	0.173096925	NA	NA	NA	NA	NA	NA	NA	NA
214.132	0.115088865	NA	NA	214.118	0.125151888	214.118	0.151492566	214.098	0.17374064	NA	NA	NA	NA	NA	NA	NA	NA
215.132	0.116396457	NA	NA	215.118	0.124027625	215.118	0.149865821	215.098	0.172994182	NA	NA	NA	NA	NA	NA	NA	NA
216.132	0.115440346	NA	NA	216.118	0.12517114	216.118	0.1518859	216.098	0.1743076	NA	NA	NA	NA	NA	NA	NA	NA
217.132	0.119029112	NA	NA	217.118	0.128467366	217.118	0.15039435	217.098	0.172021627	NA	NA	NA	NA	NA	NA	NA	NA
218.132	0.12039198	NA	NA	218.118	0.125873655	218.118	0.153643876	218.098	0.1744516	NA	NA	NA	NA	NA	NA	NA	NA
219.132	0.117513962	NA	NA	219.118	0.122957565	219.118	0.152222082	219.098	0.174099967	NA	NA	NA	NA	NA	NA	NA	NA
220.133	0.117143407	NA	NA	220.118	0.123746075	220.118	0.150624245	220.098	0.173880681	NA	NA	NA	NA	NA	NA	NA	NA
221.133	0.109594665	NA	NA	221.118	0.127090782	221.118	0.1518202	221.098	0.173541442	NA	NA	NA	NA	NA	NA	NA	NA
222.133	0.12206956	NA	NA	222.118	0.124566868	222.118	0.150951788	222.1	0.175941467	NA	NA	NA	NA	NA	NA	NA	NA
223.133	0.116719358	NA	NA	223.118	0.125306889	223.118	0.150637642	223.1	0.17427966	NA	NA	NA	NA	NA	NA	NA	NA
224.133	0.119738296	NA	NA	224.118	0.12500605	224.118	0.151427984	224.1	0.176010087	NA	NA	NA	NA	NA	NA	NA	NA
225.133	0.119362541	NA	NA	225.118	0.125632688	225.119	0.152879819	225.1	0.176191822	NA	NA	NA	NA	NA	NA	NA	NA
226.133	0.1194388	NA	NA	226.119	0.124755122	226.119	0.151218012	226.1	0.174437031	NA	NA	NA	NA	NA	NA	NA	NA
227.134	0.121906981	NA	NA	227.119	0.1251169	227.119	0.150498137	227.1	0.171108514	NA	NA	NA	NA	NA	NA	NA	NA
228.134	0.119631879	NA	NA	228.119	0.12211965	228.119	0.1502123	228.101	0.171713039	NA	NA	NA	NA	NA	NA	NA	NA
229.134	0.116067253	NA	NA	229.119	0.125243172	229.119	0.151345849	229.101	0.173828587	NA	NA	NA	NA	NA	NA	NA	NA
230.134	0.112357765	NA	NA	230.119	0.125417814	230.119	0.150329769	230.101	0.175302878	NA	NA	NA	NA	NA	NA	NA	NA
231.134	0.119280852	NA	NA	231.119	0.127130851	231.119	0.148266792	231.101	0.172212526	NA	NA	NA	NA	NA	NA	NA	NA
232.134	0.118061148	NA	NA	232.119	0.122850612	232.119	0.150128037	232.101	0.172242373	NA	NA	NA	NA	NA	NA	NA	NA
233.134	0.119148605	NA	NA	233.119	0.124447346	233.119	0.150874242	233.102	0.173637792	NA	NA	NA	NA	NA	NA	NA	NA
234.134	0.115156472	NA	NA	234.119	0.123259671	234.119	0.150067151	234.102	0.176409632	NA	NA	NA	NA	NA	NA	NA	NA
235.134	0.118610859	NA	NA	235.119	0.123700976	235.119	0.1512606	235.102	0.173512131	NA	NA	NA	NA	NA	NA	NA	NA
236.134	0.1158789	NA	NA	236.119	0.127182513	236.119	0.15001893	236.102	0.174537316	NA	NA	NA	NA	NA	NA	NA	NA
237.134	0.119467005	NA	NA	237.119	0.122947045	NA	NA	237.102	0.173205435	NA	NA	NA	NA	NA	NA	NA	NA
238.134	0.118231222	NA	NA	238.119	0.1265262	NA	NA	238.102	0.174787715	NA	NA	NA	NA	NA	NA	NA	NA
239.134	0.120532118	NA	NA	239.119	0.125275746	NA	NA	239.102	0.172456667	NA	NA	NA	NA	NA	NA	NA	NA
240.084	0.121077828	NA	NA	240.119	0.127445	NA	NA	240.102	0.173692256	NA	NA	NA	NA	NA	NA	NA	NA
241.084	0.115226887	NA	NA	241.119	0.126572162	NA	NA	241.102	0.1750406	NA	NA	NA	NA	NA	NA	NA	NA
242.134	0.1166395	NA	NA	242.119	0.125305951	NA	NA	242.102	0.174320191	NA	NA	NA	NA	NA	NA	NA	NA
243.134	0.115420744	NA	NA	243.119	0.127857074	NA	NA	243.102	0.1722518	NA	NA	NA	NA	NA	NA	NA	NA
244.134	0.118615769	NA	NA	244.119	0.128614768	NA	NA	244.102	0.174157217	NA	NA	NA	NA	NA	NA	NA	NA
245.084	0.117241181	NA	NA	245.119	0.125797808	NA	NA	245.102	0.17257303	NA	NA	NA	NA	NA	NA	NA	NA
246.134	0.11997813	NA	NA	246.119	0.124426574	NA	NA	246.103	0.17478101	NA	NA	NA	NA	NA	NA	NA	NA
247.134	0.120007113	NA	NA	247.119	0.126029149	NA	NA	247.103	0.173811525	NA	NA	NA	NA	NA	NA	NA	NA
248.084	0.1202978	NA	NA	248.119	0.122734569	NA	NA	248.103	0.174846485	NA	NA	NA	NA	NA	NA	NA	NA
249.134	0.115517639	NA	NA	249.119	0.126414672	NA	NA	249.103	0.173405066	NA	NA	NA	NA	NA	NA	NA	NA
250.084	0.118191466	NA	NA	250.119	0.125045866	NA	NA	250.103	0.174364641	NA	NA	NA	NA	NA	NA	NA	NA
251.134	0.119073957	NA	NA	251.119	0.12592414	NA	NA	251.103	0.175309062	NA	NA	NA	NA	NA	NA	NA	NA
252.084	0.120830685	NA	NA	252.119	0.122158036	NA	NA	252.103	0.173052177	NA	NA	NA	NA	NA	NA	NA	NA
253.134	0.123818144	NA	NA	253.119	0.125634938	NA	NA	253.103	0.175370082	NA	NA	NA	NA	NA	NA	NA	NA
254.134	0.121714935	NA	NA	254.119	0.129025221	NA	NA	254.103	0.1731645	NA	NA	NA	NA	NA	NA	NA	NA
255.134	0.1175631	NA	NA	255.119	0.123859867	NA	NA	255.103	0.172051191	NA	NA	NA	NA	NA	NA	NA	NA
256.084	0.119322084	NA	NA	256.119	0.123030506	NA	NA	256.103	0.173036352	NA	NA	NA	NA	NA	NA	NA	NA
257.134	0.11944893	NA	NA	257.119	0.128663167	NA	NA	257.103	0.17464444	NA	NA	NA	NA	NA	NA	NA	NA
258.134	0.122414909	NA	NA	258.119	0.125591859	NA	NA	258.103	0.1763959	NA	NA	NA	NA	NA	NA	NA	NA
259.084	0.116927661	NA	NA	259.119	0.124101907	NA	NA	259.103	0.175955042	NA	NA	NA	NA	NA	NA	NA	NA
260.134	0.121989861	NA	NA	260.119	0.125166684	NA	NA	260.103	0.176348567	NA	NA	NA	NA	NA	NA	NA	NA
261.084	0.122484207	NA	NA	261.119	0.11887943	NA	NA	261.103	0.174084589	NA	NA	NA	NA	NA	NA	NA	NA
262.134	0.1106322	NA	NA	262.119	0.124036334	NA	NA	262.103	0.17323862	NA	NA	NA	NA	NA	NA	NA	NA
263.134	0.113401413	NA	NA	263.119	0.121422805	NA	NA	263.103	0.174117163	NA	NA	NA	NA	NA	NA	NA	NA
264.084	0.123095535	NA	NA	264.119	0.124743685	NA	NA	264.103	0.170991123	NA	NA	NA	NA	NA	NA	NA	NA
265.084	0.12040215	NA	NA	265.119	0.12499471	NA	NA	265.103	0.172021747	NA	NA	NA	NA	NA	NA	NA	NA
266.134	0.120530069	NA	NA	266.119	0.122050963	NA	NA	266.103	0.174542218	NA	NA	NA	NA	NA	NA	NA	NA
267.136	0.119008511	NA	NA	267.119	0.129310459	NA	NA	267.103	0.171620458	NA	NA	NA	NA	NA	NA	NA	NA
268.136	0.122895822	NA	NA	268.119	0.122084081	NA	NA	268.103	0.174798191	NA	NA	NA	NA	NA	NA	NA	NA
269.086	0.118070446	NA	NA	269.119	0.125417888	NA	NA	269.103	0.17278631	NA	NA	NA	NA	NA	NA	NA	NA
270.136	0.1180219	NA	NA	270.119	0.125115484	NA	NA	270.103	0.174224228	NA	NA	NA	NA	NA	NA	NA	NA
271.086	0.122432217	NA	NA	271.119	0.121483468	NA	NA	271.103	0.172541529	NA	NA	NA	NA	NA	NA	NA	NA
272.086	0.118093371	NA	NA	272.119	0.124373607	NA	NA	272.103	0.177507058	NA	NA	NA	NA	NA	NA	NA	NA
273.136	0.116549462	NA	NA	273.119	0.125114784	NA	NA	273.103	0.173276231	NA	NA	NA	NA	NA	NA	NA	NA
274.136	0.116171032	NA	NA	274.119	0.123750553	NA	NA	274.103	0.174036235	NA	NA	NA	NA	NA	NA	NA	NA
275.136	0.116934679	NA	NA	275.119	0.126374051	NA	NA	275.103	0.175608769	NA	NA	NA	NA	NA	NA	NA	NA
276.136	0.118649133	NA	NA	276.119	0.125558853	NA	NA	276.103	0.1746076	NA	NA	NA	NA	NA	NA	NA	NA
277.136	0.123797923	NA	NA	277.119	0.129142687	NA	NA	277.103	0.175751463	NA	NA	NA	NA	NA	NA	NA	NA
278.086	0.121781923	NA	NA	278.119	0.123237059	NA	NA	278.103	0.1737078	NA	NA	NA	NA	NA	NA	NA	NA
279.086	0.12174	NA	NA	279.119	0.124511294	NA	NA	279.103	0.173451722	NA	NA	NA	NA	NA	NA	NA	NA
280.136	0.115698457	NA	NA	280.119	0.125782758	NA	NA	280.103	0.175240353	NA	NA	NA	NA	NA	NA	NA	NA
281.086	0.122593962	NA	NA	281.119	0.125591189	NA	NA	281.103	0.174809217	NA	NA	NA	NA	NA	NA	NA	NA
282.089	0.115975372	NA	NA	282.119	0.1252437	NA	NA	282.103	0.174888819	NA	NA	NA	NA	NA	NA	NA	NA
283.089	0.120217904	NA	NA	283.119	0.125488967	NA	NA	283.103	0.1750574	NA	NA	NA	NA	NA	NA	NA	NA
284.089	0.11642611	NA	NA	284.119	0.126871318	NA	NA	284.103	0.174314126	NA	NA	NA	NA	NA	NA	NA	NA
285.09	0.117929958	NA	NA	285.119	0.123999156	NA	NA	285.103	0.17459996	NA	NA	NA	NA	NA	NA	NA	NA
286.09	0.119815856	NA	NA	286.119	0.126767516	NA	NA	286.103	0.173093215	NA	NA	NA	NA	NA	NA	NA	NA
287.09	0.119470358	NA	NA	287.119	0.128374353	NA	NA	287.103	0.173754409	NA	NA	NA	NA	NA	NA	NA	NA
288.09	0.118767753	NA	NA	288.119	0.126186341	NA	NA	288.103	0.176205948	NA	NA	NA	NA	NA	NA	NA	NA
289.09	0.118693314	NA	NA	289.119	0.1233709	NA	NA	289.103	0.176070184	NA	NA	NA	NA	NA	NA	NA	NA
290.09	0.120420814	NA	NA	290.119	0.124961421	NA	NA	290.103	0.176812783	NA	NA	NA	NA	NA	NA	NA	NA
291.09	0.121191435	NA	NA	291.119	0.122993328	NA	NA	291.103	0.1731625	NA	NA	NA	NA	NA	NA	NA	NA
292.093	0.1202246	NA	NA	292.119	0.120952576	NA	NA	292.103	0.174622566	NA	NA	NA	NA	NA	NA	NA	NA
293.093	0.116824679	NA	NA	293.119	0.122311093	NA	NA	293.103	0.173418581	NA	NA	NA	NA	NA	NA	NA	NA
294.093	0.120738506	NA	NA	294.119	0.125560015	NA	NA	294.103	0.175167888	NA	NA	NA	NA	NA	NA	NA	NA
295.093	0.117233746	NA	NA	295.12	0.128420249	NA	NA	295.107	0.1736501	NA	NA	NA	NA	NA	NA	NA	NA
296.093	0.120071292	NA	NA	296.119	0.123589635	NA	NA	296.107	0.1758554	NA	NA	NA	NA	NA	NA	NA	NA
297.093	0.118931167	NA	NA	297.119	0.123726219	NA	NA	297.107	0.176722154	NA	NA	NA	NA	NA	NA	NA	NA
298.093	0.119340539	NA	NA	298.119	0.124508642	NA	NA	298.107	0.1727482	NA	NA	NA	NA	NA	NA	NA	NA
299.093	0.125553608	NA	NA	299.119	0.126020044	NA	NA	299.107	0.174774826	NA	NA	NA	NA	NA	NA	NA	NA
300.093	0.116961375	NA	NA	300.119	0.12662378	NA	NA	300.107	0.174713135	NA	NA	NA	NA	NA	NA	NA	NA
301.093	0.11877051	NA	NA	301.119	0.123353124	NA	NA	301.107	0.171597108	NA	NA	NA	NA	NA	NA	NA	NA
302.093	0.12204317	NA	NA	302.119	0.124938093	NA	NA	302.107	0.177012756	NA	NA	NA	NA	NA	NA	NA	NA
303.093	0.116882354	NA	NA	303.119	0.1258073	NA	NA	303.107	0.175967827	NA	NA	NA	NA	NA	NA	NA	NA
304.093	0.1167254	NA	NA	304.119	0.128240541	NA	NA	304.107	0.17106913	NA	NA	NA	NA	NA	NA	NA	NA
305.093	0.1213985	NA	NA	305.119	0.125368774	NA	NA	305.107	0.171984509	NA	NA	NA	NA	NA	NA	NA	NA
306.093	0.118778892	NA	NA	306.119	0.124786362	NA	NA	306.107	0.17683357	NA	NA	NA	NA	NA	NA	NA	NA
307.093	0.119503975	NA	NA	307.119	0.128007323	NA	NA	307.107	0.173438013	NA	NA	NA	NA	NA	NA	NA	NA
308.093	0.117960334	NA	NA	308.119	0.120895416	NA	NA	308.107	0.173242971	NA	NA	NA	NA	NA	NA	NA	NA
309.093	0.118724622	NA	NA	309.107	0.171424672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310.093	0.121224821	NA	NA	310.107	0.1745341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311.093	0.120199621	NA	NA	311.107	0.1774683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312.093	0.120708741	NA	NA	312.107	0.174974322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313.093	0.1192833	NA	NA	313.107	0.17580688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314.093	0.114193268	NA	NA	314.107	0.175182283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315.093	0.118037745	NA	NA	315.107	0.175108239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316.093	0.121906869	NA	NA	316.107	0.176474765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317.093	0.117902569	NA	NA	317.107	0.175267369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318.093	0.11974147	NA	NA	318.107	0.1742999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319.093	0.117531352	NA	NA	319.107	0.175545052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320.093	0.116108917	NA	NA	320.107	0.174255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321.093	0.113846071	NA	NA	321.107	0.175770864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322.093	0.120963976	NA	NA	322.107	0.175492048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323.093	0.11753016	NA	NA	323.107	0.175101727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324.093	0.121800117	NA	NA	324.107	0.176102921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325.093	0.120116271	NA	NA	325.107	0.173661828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326.095	0.121397525	NA	NA	326.107	0.176931888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327.095	0.122857854	NA	NA	327.107	0.1755173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
328.095	0.118019395	NA	NA	328.107	0.1746742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329.095	0.123811677	NA	NA	329.107	0.176161066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330.095	0.117171116	NA	NA	330.107	0.1735994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331.095	0.122326575	NA	NA	331.107	0.177253574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332.095	0.120029822	NA	NA	332.107	0.175397351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333.095	0.116046496	NA	NA	333.107	0.172690019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334.095	0.116990767	NA	NA	334.107	0.174162522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
335.095	0.11613708	NA	NA	335.107	0.177068532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336.095	0.121543333	NA	NA	336.107	0.1755571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337.095	0.120722681	NA	NA	337.107	0.173856184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338.095	0.120162047	NA	NA	338.107	0.176138431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339.095	0.120220773	NA	NA	339.107	0.176862761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
340.095	0.116391577	NA	NA	340.108	0.1752284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341.095	0.116307348	NA	NA	341.109	0.17477268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342.095	0.12248911	NA	NA	342.108	0.175256908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343.095	0.120308809	NA	NA	343.109	0.176298916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344.095	0.117012367	NA	NA	344.108	0.173817173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345.095	0.11831183	NA	NA	345.109	0.1740252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346.095	0.119913019	NA	NA	346.108	0.175538674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347.095	0.122638568	NA	NA	347.109	0.17248635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348.095	0.118117049	NA	NA	348.109	0.174220234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349.095	0.120979272	NA	NA	349.109	0.1754821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
350.095	0.122207932	NA	NA	350.108	0.1759769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351.095	0.11914552	NA	NA	351.109	0.175689131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352.095	0.116764836	NA	NA	352.109	0.174246728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353.095	0.118971676	NA	NA	353.109	0.174211055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354.095	0.114486165	NA	NA	354.109	0.176133752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355.095	0.118343435	NA	NA	355.109	0.173424512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356.097	0.120864414	NA	NA	356.109	0.172860429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357.097	0.118889757	NA	NA	357.109	0.175204754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
358.097	0.121286891	NA	NA	358.109	0.171910092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359.097	0.1194937	NA	NA	359.108	0.176174447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360.097	0.119660839	NA	NA	360.109	0.176246718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361.097	0.121883705	NA	NA	361.109	0.175306857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362.097	0.121473394	NA	NA	362.109	0.174039587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363.097	0.120064422	NA	NA	363.109	0.174743146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
